factura_id,documento_id,cliente,tipo_canal,pais,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,dias_mora,estado,pagada
FV-95473,OC-95473,Éxito,Retail,Colombia,2026-03-03,2026-05-02,60,6233730,0,Pagada,True
FV-95474,OC-95474,Éxito,Retail,Colombia,2026-03-01,2026-04-30,60,6266608,0,Pagada,True
FV-95475,OC-95475,Carulla,Retail,Colombia,2026-03-03,2026-05-02,60,11609164,0,Pagada,True
FV-95476,OC-95476,Rappi,Marketplace,Colombia,2026-03-01,2026-03-31,30,2141445,0,Pagada,True
FV-95477,OC-95477,Rappi,Marketplace,Colombia,2026-03-02,2026-04-01,30,2249758,0,Pagada,True
FV-95478,OC-95478,Rappi,Marketplace,Colombia,2026-03-01,2026-03-31,30,2312347,0,Pagada,True
FV-95479,OC-95479,Fithub,Especializado,Colombia,2026-03-01,2026-04-15,45,1187235,0,Pagada,True
FV-95480,OC-95480,Fithub,Especializado,Colombia,2026-03-01,2026-04-15,45,1161965,0,Pagada,True
FV-95481,OC-95481,Fithub,Especializado,Colombia,2026-03-01,2026-04-15,45,1140335,0,Pagada,True
FV-95482,OC-95482,Fithub,Especializado,Colombia,2026-03-05,2026-04-19,45,1093190,0,Pagada,True
FV-95483,OC-95483,Fithub,Especializado,Colombia,2026-03-04,2026-04-18,45,1176840,0,Pagada,True
FV-95484,OC-95484,Tiendas naturistas,Especializado,Colombia,2026-03-01,2026-04-15,45,3195144,0,Pagada,True
FV-95485,OC-95485,Tiendas naturistas,Especializado,Colombia,2026-03-04,2026-04-18,45,3204576,0,Pagada,True
FV-95486,OC-95486,Paranice US,Internacional,Estados Unidos,2026-03-05,2026-03-20,15,3830800,0,Pagada,True
FV-95487,OC-95487,Paranice US,Internacional,Estados Unidos,2026-03-04,2026-03-19,15,3782950,0,Pagada,True
FV-95488,OC-95488,Distribuidor CR,Internacional,Costa Rica,2026-03-03,2026-04-17,45,1072400,0,Pagada,True
FV-95489,OC-95489,Distribuidor CR,Internacional,Costa Rica,2026-03-03,2026-04-17,45,1145830,0,Pagada,True
FV-95490,OC-95490,Distribuidor CR,Internacional,Costa Rica,2026-03-02,2026-04-16,45,1021755,0,Pagada,True
FV-95491,OC-95491,Distribuidor CR,Internacional,Costa Rica,2026-03-04,2026-04-18,45,1104320,0,Pagada,True
FV-95492,OC-95492,Éxito,Retail,Colombia,2026-03-03,2026-05-02,60,7613008,0,Pagada,True
FV-95493,OC-95493,Éxito,Retail,Colombia,2026-03-06,2026-05-05,60,7638984,0,Pagada,True
FV-95494,OC-95494,Carulla,Retail,Colombia,2026-03-06,2026-05-05,60,3863012,0,Pagada,True
FV-95495,OC-95495,Carulla,Retail,Colombia,2026-03-03,2026-05-02,60,3859340,0,Pagada,True
FV-95496,OC-95496,Carulla,Retail,Colombia,2026-03-04,2026-05-03,60,3893646,0,Pagada,True
FV-95497,OC-95497,Rappi,Marketplace,Colombia,2026-03-05,2026-04-04,30,4674351,0,Pagada,True
FV-95498,OC-95498,Fithub,Especializado,Colombia,2026-03-06,2026-04-20,45,2917565,0,Pagada,True
FV-95499,OC-95499,Fithub,Especializado,Colombia,2026-03-03,2026-04-17,45,2979935,0,Pagada,True
FV-95500,OC-95500,Tiendas naturistas,Especializado,Colombia,2026-03-04,2026-04-18,45,5933232,0,Pagada,True
FV-95501,OC-95501,Paranice US,Internacional,Estados Unidos,2026-03-04,2026-03-19,15,8128450,0,Pagada,True
FV-95502,OC-95502,Distribuidor CR,Internacional,Costa Rica,2026-03-05,2026-04-19,45,1642585,0,Pagada,True
FV-95503,OC-95503,Distribuidor CR,Internacional,Costa Rica,2026-03-03,2026-04-17,45,1542870,0,Pagada,True
FV-95504,OC-95504,Distribuidor CR,Internacional,Costa Rica,2026-03-05,2026-04-19,45,1563730,0,Pagada,True
FV-95505,OC-95505,Éxito,Retail,Colombia,2026-03-05,2026-05-04,60,9675992,0,Pagada,True
FV-95506,OC-95506,Éxito,Retail,Colombia,2026-03-04,2026-05-03,60,9562058,0,Pagada,True
FV-95507,OC-95507,Carulla,Retail,Colombia,2026-03-05,2026-05-04,60,4642972,0,Pagada,True
FV-95508,OC-95508,Carulla,Retail,Colombia,2026-03-06,2026-05-05,60,4624952,0,Pagada,True
FV-95509,OC-95509,Carulla,Retail,Colombia,2026-03-03,2026-05-02,60,4593638,0,Pagada,True
FV-95510,OC-95510,Rappi,Marketplace,Colombia,2026-03-07,2026-04-06,30,3179723,0,Pagada,True
FV-95511,OC-95511,Rappi,Marketplace,Colombia,2026-03-05,2026-04-04,30,3124392,0,Pagada,True
FV-95512,OC-95512,Fithub,Especializado,Colombia,2026-03-07,2026-04-21,45,4612405,0,Pagada,True
FV-95513,OC-95513,Tiendas naturistas,Especializado,Colombia,2026-03-04,2026-04-18,45,2259468,0,Pagada,True
FV-95514,OC-95514,Tiendas naturistas,Especializado,Colombia,2026-03-04,2026-04-18,45,2275776,0,Pagada,True
FV-95515,OC-95515,Tiendas naturistas,Especializado,Colombia,2026-03-03,2026-04-17,45,2258748,0,Pagada,True
FV-95516,OC-95516,Paranice US,Internacional,Estados Unidos,2026-03-07,2026-03-22,15,8415300,0,Pagada,True
FV-95517,OC-95517,Distribuidor CR,Internacional,Costa Rica,2026-03-07,2026-04-21,45,2547965,0,Pagada,True
FV-95518,OC-95518,Distribuidor CR,Internacional,Costa Rica,2026-03-07,2026-04-21,45,2550065,0,Pagada,True
FV-95519,OC-95519,Éxito,Retail,Colombia,2026-03-05,2026-05-04,60,4379778,0,Pagada,True
FV-95520,OC-95520,Éxito,Retail,Colombia,2026-03-08,2026-05-07,60,4423604,0,Pagada,True
FV-95521,OC-95521,Éxito,Retail,Colombia,2026-03-07,2026-05-06,60,4395010,0,Pagada,True
FV-95522,OC-95522,Éxito,Retail,Colombia,2026-03-08,2026-05-07,60,4423128,0,Pagada,True
FV-95523,OC-95523,Carulla,Retail,Colombia,2026-03-08,2026-05-07,60,12203586,0,Pagada,True
FV-95524,OC-95524,Rappi,Marketplace,Colombia,2026-03-07,2026-04-06,30,6849129,0,Pagada,True
FV-95525,OC-95525,Fithub,Especializado,Colombia,2026-03-06,2026-04-20,45,4815125,0,Pagada,True
FV-95526,OC-95526,Tiendas naturistas,Especializado,Colombia,2026-03-06,2026-04-20,45,4917168,0,Pagada,True
FV-95527,OC-95527,Paranice US,Internacional,Estados Unidos,2026-03-06,2026-03-21,15,8168000,0,Pagada,True
FV-95528,OC-95528,Distribuidor CR,Internacional,Costa Rica,2026-03-04,2026-04-18,45,2176160,0,Pagada,True
FV-95529,OC-95529,Distribuidor CR,Internacional,Costa Rica,2026-03-06,2026-04-20,45,2127090,0,Pagada,True
FV-95530,OC-95530,Éxito,Retail,Colombia,2026-03-08,2026-05-07,60,8745140,0,Pagada,True
FV-95531,OC-95531,Éxito,Retail,Colombia,2026-03-07,2026-05-06,60,8677582,0,Pagada,True
FV-95532,OC-95532,Carulla,Retail,Colombia,2026-03-05,2026-05-04,60,6857120,0,Pagada,True
FV-95533,OC-95533,Carulla,Retail,Colombia,2026-03-05,2026-05-04,60,6834034,0,Pagada,True
FV-95534,OC-95534,Rappi,Marketplace,Colombia,2026-03-05,2026-04-04,30,6435202,0,Pagada,True
FV-95535,OC-95535,Fithub,Especializado,Colombia,2026-03-09,2026-04-23,45,2808855,0,Pagada,True
FV-95536,OC-95536,Fithub,Especializado,Colombia,2026-03-06,2026-04-20,45,2840880,0,Pagada,True
FV-95537,OC-95537,Tiendas naturistas,Especializado,Colombia,2026-03-05,2026-04-19,45,1374120,0,Pagada,True
FV-95538,OC-95538,Tiendas naturistas,Especializado,Colombia,2026-03-05,2026-04-19,45,1352556,0,Pagada,True
FV-95539,OC-95539,Tiendas naturistas,Especializado,Colombia,2026-03-08,2026-04-22,45,1334124,0,Pagada,True
FV-95540,OC-95540,Tiendas naturistas,Especializado,Colombia,2026-03-09,2026-04-23,45,1324620,0,Pagada,True
FV-95541,OC-95541,Tiendas naturistas,Especializado,Colombia,2026-03-08,2026-04-22,45,1274292,0,Pagada,True
FV-95542,OC-95542,Paranice US,Internacional,Estados Unidos,2026-03-06,2026-03-21,15,2160350,0,Pagada,True
FV-95543,OC-95543,Paranice US,Internacional,Estados Unidos,2026-03-09,2026-03-24,15,2111350,0,Pagada,True
FV-95544,OC-95544,Paranice US,Internacional,Estados Unidos,2026-03-07,2026-03-22,15,2103800,0,Pagada,True
FV-95545,OC-95545,Paranice US,Internacional,Estados Unidos,2026-03-05,2026-03-20,15,2168850,0,Pagada,True
FV-95546,OC-95546,Distribuidor CR,Internacional,Costa Rica,2026-03-05,2026-04-19,45,1149785,0,Pagada,True
FV-95547,OC-95547,Distribuidor CR,Internacional,Costa Rica,2026-03-07,2026-04-21,45,1088955,0,Pagada,True
FV-95548,OC-95548,Distribuidor CR,Internacional,Costa Rica,2026-03-05,2026-04-19,45,1146075,0,Pagada,True
FV-95549,OC-95549,Distribuidor CR,Internacional,Costa Rica,2026-03-07,2026-04-21,45,1121610,0,Pagada,True
FV-95550,OC-95550,Éxito,Retail,Colombia,2026-03-10,2026-05-09,60,20215414,0,Pagada,True
FV-95551,OC-95551,Carulla,Retail,Colombia,2026-03-10,2026-05-09,60,11230982,0,Pagada,True
FV-95552,OC-95552,Rappi,Marketplace,Colombia,2026-03-10,2026-04-09,30,2908404,0,Pagada,True
FV-95553,OC-95553,Rappi,Marketplace,Colombia,2026-03-10,2026-04-09,30,2913648,0,Pagada,True
FV-95554,OC-95554,Fithub,Especializado,Colombia,2026-03-08,2026-04-22,45,2890370,0,Pagada,True
FV-95555,OC-95555,Fithub,Especializado,Colombia,2026-03-08,2026-04-22,45,2814805,0,Pagada,True
FV-95556,OC-95556,Tiendas naturistas,Especializado,Colombia,2026-03-09,2026-04-23,45,3374820,0,Pagada,True
FV-95557,OC-95557,Tiendas naturistas,Especializado,Colombia,2026-03-07,2026-04-21,45,3379140,0,Pagada,True
FV-95558,OC-95558,Paranice US,Internacional,Estados Unidos,2026-03-08,2026-03-23,15,2422950,0,Pagada,True
FV-95559,OC-95559,Paranice US,Internacional,Estados Unidos,2026-03-08,2026-03-23,15,2283900,0,Pagada,True
FV-95560,OC-95560,Paranice US,Internacional,Estados Unidos,2026-03-09,2026-03-24,15,2345350,0,Pagada,True
FV-95561,OC-95561,Distribuidor CR,Internacional,Costa Rica,2026-03-07,2026-04-21,45,3517955,0,Pagada,True
FV-95562,OC-95562,Éxito,Retail,Colombia,2026-03-11,2026-05-10,60,17716924,0,Pagada,True
FV-95563,OC-95563,Carulla,Retail,Colombia,2026-03-07,2026-05-06,60,6556424,0,Pagada,True
FV-95564,OC-95564,Carulla,Retail,Colombia,2026-03-09,2026-05-08,60,6527932,115,Vencida +90,False
FV-95565,OC-95565,Rappi,Marketplace,Colombia,2026-03-10,2026-04-09,30,5225382,0,Pagada,True
FV-95566,OC-95566,Fithub,Especializado,Colombia,2026-03-10,2026-04-24,45,1940645,0,Pagada,True
FV-95567,OC-95567,Fithub,Especializado,Colombia,2026-03-09,2026-04-23,45,1940295,0,Pagada,True
FV-95568,OC-95568,Fithub,Especializado,Colombia,2026-03-09,2026-04-23,45,1874705,0,Pagada,True
FV-95569,OC-95569,Tiendas naturistas,Especializado,Colombia,2026-03-08,2026-04-22,45,1143144,0,Pagada,True
FV-95570,OC-95570,Tiendas naturistas,Especializado,Colombia,2026-03-08,2026-04-22,45,1116288,0,Pagada,True
FV-95571,OC-95571,Tiendas naturistas,Especializado,Colombia,2026-03-10,2026-04-24,45,1200240,0,Pagada,True
FV-95572,OC-95572,Tiendas naturistas,Especializado,Colombia,2026-03-07,2026-04-21,45,1140408,0,Pagada,True
FV-95573,OC-95573,Tiendas naturistas,Especializado,Colombia,2026-03-10,2026-04-24,45,1144224,0,Pagada,True
FV-95574,OC-95574,Paranice US,Internacional,Estados Unidos,2026-03-10,2026-03-25,15,1403050,0,Pagada,True
FV-95575,OC-95575,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,1426400,0,Pagada,True
FV-95576,OC-95576,Paranice US,Internacional,Estados Unidos,2026-03-08,2026-03-23,15,1481950,0,Pagada,True
FV-95577,OC-95577,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,1310200,0,Pagada,True
FV-95578,OC-95578,Paranice US,Internacional,Estados Unidos,2026-03-07,2026-03-22,15,1338400,0,Pagada,True
FV-95579,OC-95579,Distribuidor CR,Internacional,Costa Rica,2026-03-11,2026-04-25,45,1805405,0,Pagada,True
FV-95580,OC-95580,Distribuidor CR,Internacional,Costa Rica,2026-03-08,2026-04-22,45,1802605,0,Pagada,True
FV-95581,OC-95581,Éxito,Retail,Colombia,2026-03-08,2026-05-07,60,14987200,0,Pagada,True
FV-95582,OC-95582,Carulla,Retail,Colombia,2026-03-08,2026-05-07,60,5106834,0,Pagada,True
FV-95583,OC-95583,Carulla,Retail,Colombia,2026-03-11,2026-05-10,60,5126078,0,Pagada,True
FV-95584,OC-95584,Rappi,Marketplace,Colombia,2026-03-11,2026-04-10,30,6298693,0,Pagada,True
FV-95585,OC-95585,Fithub,Especializado,Colombia,2026-03-10,2026-04-24,45,5050850,0,Pagada,True
FV-95586,OC-95586,Tiendas naturistas,Especializado,Colombia,2026-03-11,2026-04-25,45,3270384,0,Pagada,True
FV-95587,OC-95587,Tiendas naturistas,Especializado,Colombia,2026-03-12,2026-04-26,45,3247920,0,Pagada,True
FV-95588,OC-95588,Paranice US,Internacional,Estados Unidos,2026-03-08,2026-03-23,15,4203400,0,Pagada,True
FV-95589,OC-95589,Paranice US,Internacional,Estados Unidos,2026-03-12,2026-03-27,15,4152800,0,Pagada,True
FV-95590,OC-95590,Distribuidor CR,Internacional,Costa Rica,2026-03-08,2026-04-22,45,721525,0,Pagada,True
FV-95591,OC-95591,Distribuidor CR,Internacional,Costa Rica,2026-03-11,2026-04-25,45,688100,0,Pagada,True
FV-95592,OC-95592,Distribuidor CR,Internacional,Costa Rica,2026-03-12,2026-04-26,45,703710,0,Pagada,True
FV-95593,OC-95593,Distribuidor CR,Internacional,Costa Rica,2026-03-09,2026-04-23,45,738465,130,Vencida +90,False
FV-95594,OC-95594,Distribuidor CR,Internacional,Costa Rica,2026-03-11,2026-04-25,45,765590,0,Pagada,True
FV-95595,OC-95595,Distribuidor CR,Internacional,Costa Rica,2026-03-09,2026-04-23,45,644105,0,Pagada,True
FV-95596,OC-95596,Distribuidor CR,Internacional,Costa Rica,2026-03-10,2026-04-24,45,703780,0,Pagada,True
FV-95597,OC-95597,Éxito,Retail,Colombia,2026-03-09,2026-05-08,60,5103468,0,Pagada,True
FV-95598,OC-95598,Éxito,Retail,Colombia,2026-03-09,2026-05-08,60,5060152,0,Pagada,True
FV-95599,OC-95599,Éxito,Retail,Colombia,2026-03-13,2026-05-12,60,5078954,0,Pagada,True
FV-95600,OC-95600,Carulla,Retail,Colombia,2026-03-12,2026-05-11,60,4694074,0,Pagada,True
FV-95601,OC-95601,Carulla,Retail,Colombia,2026-03-09,2026-05-08,60,4667554,0,Pagada,True
FV-95602,OC-95602,Rappi,Marketplace,Colombia,2026-03-12,2026-04-11,30,1565438,0,Pagada,True
FV-95603,OC-95603,Rappi,Marketplace,Colombia,2026-03-09,2026-04-08,30,1490270,0,Pagada,True
FV-95604,OC-95604,Rappi,Marketplace,Colombia,2026-03-11,2026-04-10,30,1579516,0,Pagada,True
FV-95605,OC-95605,Rappi,Marketplace,Colombia,2026-03-09,2026-04-08,30,1490700,0,Pagada,True
FV-95606,OC-95606,Fithub,Especializado,Colombia,2026-03-11,2026-04-25,45,6192375,0,Pagada,True
FV-95607,OC-95607,Tiendas naturistas,Especializado,Colombia,2026-03-11,2026-04-25,45,2363328,0,Pagada,True
FV-95608,OC-95608,Tiendas naturistas,Especializado,Colombia,2026-03-11,2026-04-25,45,2440872,0,Pagada,True
FV-95609,OC-95609,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,6869350,0,Pagada,True
FV-95610,OC-95610,Distribuidor CR,Internacional,Costa Rica,2026-03-11,2026-04-25,45,3984050,0,Pagada,True
FV-95611,OC-95611,Éxito,Retail,Colombia,2026-03-10,2026-05-09,60,15083352,0,Pagada,True
FV-95612,OC-95612,Carulla,Retail,Colombia,2026-03-11,2026-05-10,60,3673292,0,Pagada,True
FV-95613,OC-95613,Carulla,Retail,Colombia,2026-03-14,2026-05-13,60,3734356,0,Pagada,True
FV-95614,OC-95614,Carulla,Retail,Colombia,2026-03-14,2026-05-13,60,3705558,0,Pagada,True
FV-95615,OC-95615,Rappi,Marketplace,Colombia,2026-03-10,2026-04-09,30,2336786,0,Pagada,True
FV-95616,OC-95616,Rappi,Marketplace,Colombia,2026-03-11,2026-04-10,30,2289447,0,Pagada,True
FV-95617,OC-95617,Rappi,Marketplace,Colombia,2026-03-11,2026-04-10,30,2313198,0,Pagada,True
FV-95618,OC-95618,Fithub,Especializado,Colombia,2026-03-13,2026-04-27,45,6008800,0,Pagada,True
FV-95619,OC-95619,Tiendas naturistas,Especializado,Colombia,2026-03-10,2026-04-24,45,2130480,0,Pagada,True
FV-95620,OC-95620,Tiendas naturistas,Especializado,Colombia,2026-03-14,2026-04-28,45,2122524,0,Pagada,True
FV-95621,OC-95621,Tiendas naturistas,Especializado,Colombia,2026-03-13,2026-04-27,45,2119968,0,Pagada,True
FV-95622,OC-95622,Paranice US,Internacional,Estados Unidos,2026-03-10,2026-03-25,15,2240950,0,Pagada,True
FV-95623,OC-95623,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,2224800,0,Pagada,True
FV-95624,OC-95624,Paranice US,Internacional,Estados Unidos,2026-03-14,2026-03-29,15,2312550,0,Pagada,True
FV-95625,OC-95625,Distribuidor CR,Internacional,Costa Rica,2026-03-13,2026-04-27,45,5049870,0,Pagada,True
FV-95626,OC-95626,Éxito,Retail,Colombia,2026-03-15,2026-05-14,60,7771890,0,Pagada,True
FV-95627,OC-95627,Éxito,Retail,Colombia,2026-03-13,2026-05-12,60,7782668,0,Pagada,True
FV-95628,OC-95628,Carulla,Retail,Colombia,2026-03-11,2026-05-10,60,5555294,0,Pagada,True
FV-95629,OC-95629,Carulla,Retail,Colombia,2026-03-14,2026-05-13,60,5605410,0,Pagada,True
FV-95630,OC-95630,Rappi,Marketplace,Colombia,2026-03-14,2026-04-13,30,6635250,0,Pagada,True
FV-95631,OC-95631,Fithub,Especializado,Colombia,2026-03-14,2026-04-28,45,2960265,0,Pagada,True
FV-95632,OC-95632,Fithub,Especializado,Colombia,2026-03-12,2026-04-26,45,2945250,0,Pagada,True
FV-95633,OC-95633,Tiendas naturistas,Especializado,Colombia,2026-03-13,2026-04-27,45,5117796,0,Pagada,True
FV-95634,OC-95634,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,1091900,0,Pagada,True
FV-95635,OC-95635,Paranice US,Internacional,Estados Unidos,2026-03-15,2026-03-30,15,1187900,0,Pagada,True
FV-95636,OC-95636,Paranice US,Internacional,Estados Unidos,2026-03-14,2026-03-29,15,1090400,0,Pagada,True
FV-95637,OC-95637,Paranice US,Internacional,Estados Unidos,2026-03-15,2026-03-30,15,1244000,0,Pagada,True
FV-95638,OC-95638,Paranice US,Internacional,Estados Unidos,2026-03-12,2026-03-27,15,1133850,0,Pagada,True
FV-95639,OC-95639,Paranice US,Internacional,Estados Unidos,2026-03-14,2026-03-29,15,1270400,0,Pagada,True
FV-95640,OC-95640,Paranice US,Internacional,Estados Unidos,2026-03-11,2026-03-26,15,1295800,0,Pagada,True
FV-95641,OC-95641,Distribuidor CR,Internacional,Costa Rica,2026-03-13,2026-04-27,45,3435040,0,Pagada,True
FV-95642,OC-95642,Éxito,Retail,Colombia,2026-03-15,2026-05-14,60,5851604,0,Pagada,True
FV-95643,OC-95643,Éxito,Retail,Colombia,2026-03-15,2026-05-14,60,5814476,0,Pagada,True
FV-95644,OC-95644,Éxito,Retail,Colombia,2026-03-12,2026-05-11,60,5871358,0,Pagada,True
FV-95645,OC-95645,Carulla,Retail,Colombia,2026-03-14,2026-05-13,60,6649448,0,Pagada,True
FV-95646,OC-95646,Carulla,Retail,Colombia,2026-03-13,2026-05-12,60,6649720,0,Pagada,True
FV-95647,OC-95647,Rappi,Marketplace,Colombia,2026-03-16,2026-04-15,30,1620637,0,Pagada,True
FV-95648,OC-95648,Rappi,Marketplace,Colombia,2026-03-13,2026-04-12,30,1523107,0,Pagada,True
FV-95649,OC-95649,Rappi,Marketplace,Colombia,2026-03-14,2026-04-13,30,1518222,0,Pagada,True
FV-95650,OC-95650,Fithub,Especializado,Colombia,2026-03-16,2026-04-30,45,1879850,0,Pagada,True
FV-95651,OC-95651,Fithub,Especializado,Colombia,2026-03-15,2026-04-29,45,1886150,0,Pagada,True
FV-95652,OC-95652,Fithub,Especializado,Colombia,2026-03-14,2026-04-28,45,1887900,0,Pagada,True
FV-95653,OC-95653,Tiendas naturistas,Especializado,Colombia,2026-03-15,2026-04-29,45,6473844,0,Pagada,True
FV-95654,OC-95654,Paranice US,Internacional,Estados Unidos,2026-03-14,2026-03-29,15,2969850,0,Pagada,True
FV-95655,OC-95655,Paranice US,Internacional,Estados Unidos,2026-03-12,2026-03-27,15,3124250,0,Pagada,True
FV-95656,OC-95656,Distribuidor CR,Internacional,Costa Rica,2026-03-16,2026-04-30,45,1886640,0,Pagada,True
FV-95657,OC-95657,Distribuidor CR,Internacional,Costa Rica,2026-03-16,2026-04-30,45,1853495,0,Pagada,True
FV-95658,OC-95658,Éxito,Retail,Colombia,2026-03-16,2026-05-15,60,10365240,0,Pagada,True
FV-95659,OC-95659,Éxito,Retail,Colombia,2026-03-16,2026-05-15,60,10385538,0,Pagada,True
FV-95660,OC-95660,Carulla,Retail,Colombia,2026-03-15,2026-05-14,60,3332510,0,Pagada,True
FV-95661,OC-95661,Carulla,Retail,Colombia,2026-03-13,2026-05-12,60,3392894,0,Pagada,True
FV-95662,OC-95662,Carulla,Retail,Colombia,2026-03-16,2026-05-15,60,3324860,0,Pagada,True
FV-95663,OC-95663,Rappi,Marketplace,Colombia,2026-03-15,2026-04-14,30,2107466,0,Pagada,True
FV-95664,OC-95664,Rappi,Marketplace,Colombia,2026-03-14,2026-04-13,30,2123216,0,Pagada,True
FV-95665,OC-95665,Rappi,Marketplace,Colombia,2026-03-16,2026-04-15,30,2063101,0,Pagada,True
FV-95666,OC-95666,Fithub,Especializado,Colombia,2026-03-13,2026-04-27,45,1973125,0,Pagada,True
FV-95667,OC-95667,Fithub,Especializado,Colombia,2026-03-15,2026-04-29,45,1953350,0,Pagada,True
FV-95668,OC-95668,Fithub,Especializado,Colombia,2026-03-16,2026-04-30,45,1955100,0,Pagada,True
FV-95669,OC-95669,Tiendas naturistas,Especializado,Colombia,2026-03-15,2026-04-29,45,5150592,0,Pagada,True
FV-95670,OC-95670,Paranice US,Internacional,Estados Unidos,2026-03-14,2026-03-29,15,6257950,0,Pagada,True
FV-95671,OC-95671,Distribuidor CR,Internacional,Costa Rica,2026-03-15,2026-04-29,45,1384565,0,Pagada,True
FV-95672,OC-95672,Distribuidor CR,Internacional,Costa Rica,2026-03-16,2026-04-30,45,1407525,0,Pagada,True
FV-95673,OC-95673,Distribuidor CR,Internacional,Costa Rica,2026-03-16,2026-04-30,45,1283275,0,Pagada,True
FV-95674,OC-95674,Éxito,Retail,Colombia,2026-03-18,2026-05-17,60,17093806,0,Pagada,True
FV-95675,OC-95675,Carulla,Retail,Colombia,2026-03-16,2026-05-15,60,11484078,0,Pagada,True
FV-95676,OC-95676,Rappi,Marketplace,Colombia,2026-03-16,2026-04-15,30,6454588,0,Pagada,True
FV-95677,OC-95677,Fithub,Especializado,Colombia,2026-03-14,2026-04-28,45,1208795,0,Pagada,True
FV-95678,OC-95678,Fithub,Especializado,Colombia,2026-03-15,2026-04-29,45,1211525,0,Pagada,True
FV-95679,OC-95679,Fithub,Especializado,Colombia,2026-03-14,2026-04-28,45,1184435,0,Pagada,True
FV-95680,OC-95680,Fithub,Especializado,Colombia,2026-03-16,2026-04-30,45,1171800,0,Pagada,True
FV-95681,OC-95681,Tiendas naturistas,Especializado,Colombia,2026-03-16,2026-04-30,45,5258844,0,Pagada,True
FV-95682,OC-95682,Paranice US,Internacional,Estados Unidos,2026-03-18,2026-04-02,15,1666650,0,Pagada,True
FV-95683,OC-95683,Paranice US,Internacional,Estados Unidos,2026-03-17,2026-04-01,15,1515950,0,Pagada,True
FV-95684,OC-95684,Paranice US,Internacional,Estados Unidos,2026-03-16,2026-03-31,15,1584800,0,Pagada,True
FV-95685,OC-95685,Paranice US,Internacional,Estados Unidos,2026-03-18,2026-04-02,15,1534750,0,Pagada,True
FV-95686,OC-95686,Distribuidor CR,Internacional,Costa Rica,2026-03-14,2026-04-28,45,1335145,0,Pagada,True
FV-95687,OC-95687,Distribuidor CR,Internacional,Costa Rica,2026-03-18,2026-05-02,45,1294685,0,Pagada,True
FV-95688,OC-95688,Distribuidor CR,Internacional,Costa Rica,2026-03-18,2026-05-02,45,1196895,121,Vencida +90,False
FV-95689,OC-95689,Éxito,Retail,Colombia,2026-03-17,2026-05-16,60,19290750,0,Pagada,True
FV-95690,OC-95690,Carulla,Retail,Colombia,2026-03-16,2026-05-15,60,4631786,0,Pagada,True
FV-95691,OC-95691,Carulla,Retail,Colombia,2026-03-15,2026-05-14,60,4515778,0,Pagada,True
