lote_id,fecha,mes,sku,producto,categoria,unidades_planeadas,unidades_producidas,merma_pct,cumplimiento_plan_pct,turno,linea,es_sin_gluten,gluten_ppm,estado_calidad,costo_lote_cop,vida_util_dias
L-7596,2026-02-23,2026-02,GRA-FUD,Fudge Cake,GranOLAS,2396,2383,0.53,99.5,Tarde,Línea 1 · Hornos,True,2.1,Aprobado,34553500,305
L-7597,2026-02-23,2026-02,COM-MIX,Perfect Mix & Match,Combos,1760,1723,2.05,97.9,Tarde,Línea 3 · Cremas,True,23.9,Rechazado,51862300,312
L-7598,2026-02-24,2026-02,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1676,1647,1.67,98.3,Tarde,Línea 2 · Molienda,True,11.2,Aprobado,26681400,322
L-7599,2026-02-24,2026-02,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1137,1095,3.69,96.3,Tarde,Línea 2 · Molienda,True,7.8,Aprobado,17958000,196
L-7600,2026-02-25,2026-02,GRA-VAN,Vanilla Shortbread,GranOLAS,2351,2286,2.75,97.2,Mañana,Línea 2 · Molienda,True,9.4,Aprobado,32232600,202
L-7601,2026-02-25,2026-02,GRA-VAN,Vanilla Shortbread,GranOLAS,1833,1788,2.41,97.5,Mañana,Línea 1 · Hornos,True,3.9,Aprobado,25210800,274
L-7602,2026-02-25,2026-02,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,474,461,2.72,97.3,Tarde,Línea 1 · Hornos,True,0.7,Aprobado,7468200,265
L-7603,2026-02-26,2026-02,GRA-PIS,Pistachio Cookie,GranOLAS,1968,1879,4.52,95.5,Mañana,Línea 1 · Hornos,True,5.0,Aprobado,34949400,246
L-7604,2026-02-26,2026-02,ESP-BABY,Baby Spreads,Esparcibles,879,844,3.92,96.0,Tarde,Línea 2 · Molienda,True,0.6,Aprobado,6414400,361
L-7605,2026-02-27,2026-02,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,964,937,2.71,97.2,Mañana,Línea 1 · Hornos,True,0.7,Aprobado,15554200,274
L-7606,2026-02-27,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,757,732,3.2,96.7,Tarde,Línea 2 · Molienda,True,0.9,Aprobado,14566800,209
L-7607,2026-03-02,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2002,1954,2.36,97.6,Tarde,Línea 2 · Molienda,True,0.8,Aprobado,25011200,254
L-7608,2026-03-02,2026-03,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,923,885,4.01,95.9,Mañana,Línea 1 · Hornos,True,7.2,Aprobado,14691000,269
L-7609,2026-03-03,2026-03,ESP-BABY,Baby Spreads,Esparcibles,1334,1280,3.97,96.0,Tarde,Línea 2 · Molienda,True,8.1,Aprobado,9728000,255
L-7610,2026-03-03,2026-03,HAR-AVE,Harina de Avena,Avena & Harinas,1566,1496,4.43,95.5,Mañana,Línea 1 · Hornos,True,10.9,Aprobado,17353600,289
L-7611,2026-03-04,2026-03,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,916,884,3.46,96.5,Tarde,Línea 2 · Molienda,True,4.4,Aprobado,17768400,275
L-7612,2026-03-04,2026-03,COM-ROMP,Rompecabezas,Combos,1691,1644,2.74,97.2,Tarde,Línea 1 · Hornos,False,,Aprobado,73980000,324
L-7613,2026-03-04,2026-03,GRA-FUD,Fudge Cake,GranOLAS,1195,1155,3.26,96.7,Tarde,Línea 2 · Molienda,True,5.1,Aprobado,16747500,303
L-7614,2026-03-04,2026-03,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,962,926,3.65,96.3,Tarde,Línea 2 · Molienda,True,3.1,Aprobado,15186400,302
L-7615,2026-03-05,2026-03,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2096,1979,5.54,94.4,Mañana,Línea 3 · Cremas,True,10.2,Aprobado,24737500,189
L-7616,2026-03-05,2026-03,COM-3GRA,Three Pack GranOLA,Combos,418,399,4.54,95.5,Mañana,Línea 1 · Hornos,True,4.7,Aprobado,17157000,218
L-7617,2026-03-05,2026-03,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,599,577,3.52,96.3,Tarde,Línea 2 · Molienda,True,2.1,Aprobado,7212500,263
L-7618,2026-03-05,2026-03,GRA-CHI,Chip Cookie,GranOLAS,815,809,0.66,99.3,Tarde,Línea 3 · Cremas,True,6.8,Aprobado,11609150,292
L-7619,2026-03-06,2026-03,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2235,2172,2.8,97.2,Mañana,Línea 1 · Hornos,True,1.3,Aprobado,25629600,242
L-7620,2026-03-06,2026-03,COM-MIX,Perfect Mix & Match,Combos,1829,1770,3.2,96.8,Mañana,Línea 3 · Cremas,True,3.4,Aprobado,53277000,218
L-7621,2026-03-06,2026-03,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1812,1723,4.9,95.1,Mañana,Línea 1 · Hornos,True,3.5,Aprobado,21537500,224
L-7622,2026-03-06,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1088,1048,3.64,96.3,Mañana,Línea 2 · Molienda,True,7.2,Aprobado,13414400,221
L-7623,2026-03-09,2026-03,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2234,2164,3.09,96.9,Mañana,Línea 3 · Cremas,True,3.3,Aprobado,43496400,222
L-7624,2026-03-09,2026-03,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1338,1312,1.91,98.1,Mañana,Línea 1 · Hornos,True,11.1,Aprobado,21779200,259
L-7625,2026-03-09,2026-03,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1295,1244,3.87,96.1,Mañana,Línea 3 · Cremas,True,5.4,Aprobado,14679200,299
L-7626,2026-03-09,2026-03,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1695,1637,3.37,96.6,Mañana,Línea 2 · Molienda,True,11.0,Aprobado,20462500,209
L-7627,2026-03-10,2026-03,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1852,1754,5.29,94.7,Tarde,Línea 3 · Cremas,True,7.2,Aprobado,29116400,219
L-7628,2026-03-10,2026-03,COM-3SPR,Three Pack Spread,Combos,962,911,5.21,94.7,Mañana,Línea 3 · Cremas,True,11.6,Aprobado,54204500,316
L-7629,2026-03-10,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1933,1856,3.96,96.0,Tarde,Línea 2 · Molienda,True,6.9,Aprobado,23756800,251
L-7630,2026-03-10,2026-03,GRA-CHI,Chip Cookie,GranOLAS,1672,1599,4.33,95.6,Tarde,Línea 3 · Cremas,True,0.4,Aprobado,22945650,191
L-7631,2026-03-11,2026-03,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,745,726,2.45,97.4,Tarde,Línea 1 · Hornos,True,6.4,Aprobado,19892400,327
L-7632,2026-03-11,2026-03,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1926,1826,5.17,94.8,Tarde,Línea 1 · Hornos,True,11.4,Aprobado,36702600,326
L-7633,2026-03-11,2026-03,COM-3SPR,Three Pack Spread,Combos,436,420,3.46,96.3,Mañana,Línea 2 · Molienda,True,6.9,Aprobado,24990000,186
L-7634,2026-03-12,2026-03,COM-DECK,Deck de Cartas,Combos,663,661,0.2,99.7,Tarde,Línea 1 · Hornos,False,,Aprobado,29084000,267
L-7635,2026-03-12,2026-03,COM-MIX,Perfect Mix & Match,Combos,2137,2036,4.72,95.3,Mañana,Línea 2 · Molienda,True,10.4,Aprobado,61283600,207
L-7636,2026-03-12,2026-03,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1084,1070,1.23,98.7,Mañana,Línea 1 · Hornos,True,0.3,Aprobado,12626000,276
L-7637,2026-03-12,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,515,500,2.78,97.1,Tarde,Línea 2 · Molienda,True,10.9,Aprobado,6400000,244
L-7638,2026-03-13,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1905,1828,4.01,96.0,Tarde,Línea 3 · Cremas,True,3.0,Aprobado,23398400,294
L-7639,2026-03-13,2026-03,ESP-BABY,Baby Spreads,Esparcibles,737,729,1.04,98.9,Tarde,Línea 3 · Cremas,True,1.4,Aprobado,5540400,259
L-7640,2026-03-16,2026-03,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2054,1985,3.31,96.6,Mañana,Línea 3 · Cremas,True,10.0,Aprobado,39104500,342
L-7641,2026-03-16,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2512,2424,3.5,96.5,Tarde,Línea 2 · Molienda,True,5.2,Aprobado,31027200,196
L-7642,2026-03-17,2026-03,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,812,794,2.2,97.8,Tarde,Línea 1 · Hornos,True,1.6,Aprobado,15959400,311
L-7643,2026-03-17,2026-03,GRA-FUD,Fudge Cake,GranOLAS,1170,1135,2.91,97.0,Tarde,Línea 2 · Molienda,True,1.3,Aprobado,16457500,338
L-7644,2026-03-17,2026-03,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2038,1978,2.94,97.1,Mañana,Línea 3 · Cremas,True,2.1,Aprobado,23340400,347
L-7645,2026-03-17,2026-03,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2466,2461,0.2,99.8,Mañana,Línea 2 · Molienda,True,0.2,Aprobado,67431400,363
L-7646,2026-03-18,2026-03,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2442,2289,6.26,93.7,Tarde,Línea 2 · Molienda,True,0.3,Aprobado,28383600,188
L-7647,2026-03-18,2026-03,GRA-FUD,Fudge Cake,GranOLAS,672,656,2.27,97.6,Mañana,Línea 2 · Molienda,True,7.1,Aprobado,9512000,292
L-7648,2026-03-18,2026-03,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2211,2130,3.66,96.3,Mañana,Línea 1 · Hornos,True,1.5,Aprobado,58362000,237
L-7649,2026-03-19,2026-03,COM-3GRA,Three Pack GranOLA,Combos,1111,1083,2.49,97.5,Mañana,Línea 1 · Hornos,True,0.2,Aprobado,46569000,238
L-7650,2026-03-19,2026-03,HAR-ALM,Harina de Almendra,Avena & Harinas,433,415,3.94,95.8,Tarde,Línea 1 · Hornos,True,8.7,Aprobado,6391000,360
L-7651,2026-03-19,2026-03,HAR-AVE,Harina de Avena,Avena & Harinas,1763,1704,3.3,96.7,Mañana,Línea 2 · Molienda,True,2.7,Aprobado,19766400,260
L-7652,2026-03-20,2026-03,ESP-BABY,Baby Spreads,Esparcibles,2072,1952,5.75,94.2,Mañana,Línea 2 · Molienda,True,9.9,Aprobado,14835200,183
L-7653,2026-03-20,2026-03,HAR-ALM,Harina de Almendra,Avena & Harinas,2212,2207,0.2,99.8,Mañana,Línea 2 · Molienda,True,5.6,Aprobado,33987800,195
L-7654,2026-03-20,2026-03,COM-WAF,Mini Wafflera,Combos,1837,1776,3.29,96.7,Mañana,Línea 1 · Hornos,False,,Aprobado,103008000,281
L-7655,2026-03-23,2026-03,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2315,2257,2.49,97.5,Mañana,Línea 2 · Molienda,True,1.8,Aprobado,44914300,330
L-7656,2026-03-23,2026-03,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1208,1204,0.32,99.7,Tarde,Línea 3 · Cremas,True,4.2,Aprobado,23959600,194
L-7657,2026-03-23,2026-03,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1399,1373,1.8,98.1,Mañana,Línea 2 · Molienda,True,3.1,Aprobado,17025200,355
L-7658,2026-03-24,2026-03,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1925,1869,2.89,97.1,Tarde,Línea 1 · Hornos,True,0.1,Aprobado,22054200,295
L-7659,2026-03-24,2026-03,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2595,2531,2.45,97.5,Tarde,Línea 2 · Molienda,True,0.8,Aprobado,41508400,270
L-7660,2026-03-24,2026-03,ESP-PB,Peanutty Banana Shake,Esparcibles,1528,1485,2.81,97.2,Tarde,Línea 2 · Molienda,True,0.8,Aprobado,28809000,197
L-7661,2026-03-25,2026-03,COM-ROMP,Rompecabezas,Combos,1427,1382,3.13,96.8,Mañana,Línea 3 · Cremas,False,,Aprobado,62190000,338
L-7662,2026-03-25,2026-03,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,494,480,2.8,97.2,Tarde,Línea 3 · Cremas,True,0.3,Aprobado,6144000,265
L-7663,2026-03-25,2026-03,COM-WAF,Mini Wafflera,Combos,879,858,2.31,97.6,Mañana,Línea 2 · Molienda,False,,Aprobado,49764000,194
L-7664,2026-03-26,2026-03,GRA-CHI,Chip Cookie,GranOLAS,2559,2467,3.58,96.4,Tarde,Línea 1 · Hornos,True,3.0,Aprobado,35401450,328
L-7665,2026-03-26,2026-03,COM-WAF,Mini Wafflera,Combos,2342,2337,0.2,99.8,Tarde,Línea 1 · Hornos,False,,Aprobado,135546000,357
L-7666,2026-03-26,2026-03,GRA-VAN,Vanilla Shortbread,GranOLAS,1069,1037,2.98,97.0,Tarde,Línea 1 · Hornos,True,0.4,Aprobado,14621700,268
L-7667,2026-03-27,2026-03,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,557,552,0.82,99.1,Tarde,Línea 1 · Hornos,True,6.0,Aprobado,10984800,253
L-7668,2026-03-27,2026-03,ESP-BABY,Baby Spreads,Esparcibles,1688,1548,8.28,91.7,Tarde,Línea 3 · Cremas,True,10.4,Aprobado,11764800,316
L-7669,2026-03-30,2026-03,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,555,543,2.04,97.8,Mañana,Línea 2 · Molienda,True,1.4,Aprobado,6733200,221
L-7670,2026-03-30,2026-03,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,776,767,1.07,98.8,Mañana,Línea 3 · Cremas,True,9.1,Aprobado,12425400,294
L-7671,2026-03-30,2026-03,ESP-PB,Peanutty Banana Shake,Esparcibles,2347,2323,0.99,99.0,Tarde,Línea 3 · Cremas,True,5.9,Aprobado,45066200,337
L-7672,2026-03-30,2026-03,HAR-AVE,Harina de Avena,Avena & Harinas,2334,2219,4.9,95.1,Mañana,Línea 3 · Cremas,True,6.2,Aprobado,25740400,320
L-7673,2026-03-31,2026-03,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1422,1414,0.5,99.4,Mañana,Línea 1 · Hornos,True,5.7,Aprobado,23472400,204
L-7674,2026-03-31,2026-03,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1620,1616,0.2,99.8,Tarde,Línea 2 · Molienda,True,2.7,Aprobado,20200000,230
L-7675,2026-03-31,2026-03,GRA-FUD,Fudge Cake,GranOLAS,1031,1019,1.15,98.8,Tarde,Línea 3 · Cremas,True,39.9,Rechazado,14775500,356
L-7676,2026-03-31,2026-03,GRA-PIS,Pistachio Cookie,GranOLAS,2092,2087,0.2,99.8,Tarde,Línea 1 · Hornos,True,11.0,Aprobado,38818200,273
L-7677,2026-04-01,2026-04,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2288,2283,0.2,99.8,Tarde,Línea 2 · Molienda,True,6.8,Aprobado,28537500,312
L-7678,2026-04-01,2026-04,ESP-BABY,Baby Spreads,Esparcibles,1288,1228,4.6,95.3,Tarde,Línea 1 · Hornos,True,7.7,Aprobado,9332800,231
L-7679,2026-04-01,2026-04,GRA-FUD,Fudge Cake,GranOLAS,794,780,1.74,98.2,Tarde,Línea 1 · Hornos,True,5.7,Aprobado,11310000,194
L-7680,2026-04-02,2026-04,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,951,925,2.69,97.3,Mañana,Línea 3 · Cremas,True,3.1,Aprobado,18407500,180
L-7681,2026-04-02,2026-04,GRA-PIS,Pistachio Cookie,GranOLAS,1624,1558,4.01,95.9,Tarde,Línea 3 · Cremas,True,9.3,Aprobado,28978800,286
L-7682,2026-04-02,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,516,506,1.78,98.1,Tarde,Línea 3 · Cremas,True,2.0,Aprobado,6274400,223
L-7683,2026-04-02,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1407,1332,5.3,94.7,Tarde,Línea 2 · Molienda,True,8.2,Aprobado,22111200,288
L-7684,2026-04-03,2026-04,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2325,2260,2.75,97.2,Mañana,Línea 1 · Hornos,True,3.3,Aprobado,26668000,192
L-7685,2026-04-03,2026-04,GRA-FUD,Fudge Cake,GranOLAS,2182,2169,0.56,99.4,Mañana,Línea 1 · Hornos,True,3.5,Aprobado,31450500,190
L-7686,2026-04-03,2026-04,GRA-CHI,Chip Cookie,GranOLAS,1142,1107,3.03,96.9,Tarde,Línea 1 · Hornos,True,6.6,Aprobado,15885450,359
L-7687,2026-04-03,2026-04,HAR-AVE,Harina de Avena,Avena & Harinas,1672,1631,2.4,97.5,Tarde,Línea 1 · Hornos,True,8.6,Aprobado,18919600,344
L-7688,2026-04-06,2026-04,ESP-BABY,Baby Spreads,Esparcibles,1332,1288,3.3,96.7,Mañana,Línea 2 · Molienda,True,1.8,Aprobado,9788800,278
L-7689,2026-04-06,2026-04,HAR-ALM,Harina de Almendra,Avena & Harinas,416,405,2.47,97.4,Tarde,Línea 1 · Hornos,True,3.6,Aprobado,6237000,322
L-7690,2026-04-06,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,458,437,4.56,95.4,Tarde,Línea 2 · Molienda,True,6.7,Aprobado,7254200,230
L-7691,2026-04-07,2026-04,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,400,399,0.2,99.8,Tarde,Línea 1 · Hornos,True,0.2,Aprobado,7940100,313
L-7692,2026-04-07,2026-04,GRA-FUD,Fudge Cake,GranOLAS,2217,2146,3.2,96.8,Tarde,Línea 2 · Molienda,True,11.2,Aprobado,31117000,294
L-7693,2026-04-07,2026-04,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1306,1244,4.71,95.3,Mañana,Línea 1 · Hornos,True,11.3,Aprobado,25004400,217
L-7694,2026-04-07,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,641,612,4.43,95.5,Mañana,Línea 2 · Molienda,True,21.7,Rechazado,8629200,308
L-7695,2026-04-07,2026-04,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2179,2093,3.91,96.1,Tarde,Línea 3 · Cremas,True,1.5,Aprobado,42069300,228
L-7696,2026-04-08,2026-04,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1071,1041,2.71,97.2,Mañana,Línea 3 · Cremas,True,10.6,Aprobado,20715900,326
L-7697,2026-04-08,2026-04,HAR-AVE,Harina de Avena,Avena & Harinas,2425,2343,3.35,96.6,Tarde,Línea 1 · Hornos,True,4.9,Aprobado,27178800,270
L-7698,2026-04-08,2026-04,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2397,2367,1.22,98.7,Mañana,Línea 1 · Hornos,True,8.7,Aprobado,38345400,251
L-7699,2026-04-09,2026-04,COM-MIX,Perfect Mix & Match,Combos,1552,1532,1.23,98.7,Mañana,Línea 3 · Cremas,True,9.3,Aprobado,46113200,364
L-7700,2026-04-09,2026-04,GRA-CHI,Chip Cookie,GranOLAS,1634,1606,1.7,98.3,Tarde,Línea 3 · Cremas,True,12.0,Aprobado,23046100,327
L-7701,2026-04-09,2026-04,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1767,1696,3.99,96.0,Mañana,Línea 3 · Cremas,True,2.3,Aprobado,27475200,249
L-7702,2026-04-10,2026-04,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,757,750,0.81,99.1,Mañana,Línea 1 · Hornos,True,7.8,Aprobado,9600000,303
L-7703,2026-04-10,2026-04,HAR-ALM,Harina de Almendra,Avena & Harinas,2123,2023,4.67,95.3,Mañana,Línea 3 · Cremas,True,8.3,Aprobado,31154200,306
L-7704,2026-04-10,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,721,712,1.24,98.8,Tarde,Línea 2 · Molienda,True,9.7,Aprobado,8828800,248
L-7705,2026-04-10,2026-04,GRA-PIS,Pistachio Cookie,GranOLAS,1943,1903,2.06,97.9,Tarde,Línea 3 · Cremas,True,0.9,Aprobado,35395800,245
L-7706,2026-04-13,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1945,1941,0.2,99.8,Tarde,Línea 1 · Hornos,True,8.1,Aprobado,24068400,231
L-7707,2026-04-13,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,745,738,0.85,99.1,Tarde,Línea 3 · Cremas,True,11.8,Aprobado,10405800,272
L-7708,2026-04-13,2026-04,COM-WAF,Mini Wafflera,Combos,639,635,0.59,99.4,Mañana,Línea 2 · Molienda,False,,Aprobado,36830000,328
L-7709,2026-04-14,2026-04,GRA-FUD,Fudge Cake,GranOLAS,1316,1265,3.85,96.1,Tarde,Línea 3 · Cremas,True,8.6,Aprobado,18342500,256
L-7710,2026-04-14,2026-04,GRA-CHI,Chip Cookie,GranOLAS,1838,1745,5.02,94.9,Mañana,Línea 1 · Hornos,True,9.0,Aprobado,25040750,285
L-7711,2026-04-14,2026-04,HAR-AVE,Harina de Avena,Avena & Harinas,682,668,2.01,97.9,Tarde,Línea 1 · Hornos,True,2.6,Aprobado,7748800,225
L-7712,2026-04-15,2026-04,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1125,1104,1.78,98.1,Mañana,Línea 2 · Molienda,True,11.6,Aprobado,18105600,253
L-7713,2026-04-15,2026-04,COM-MIX,Perfect Mix & Match,Combos,1397,1367,2.09,97.9,Mañana,Línea 1 · Hornos,True,6.3,Aprobado,41146700,364
L-7714,2026-04-15,2026-04,ESP-PB,Peanutty Banana Shake,Esparcibles,1870,1764,5.63,94.3,Mañana,Línea 2 · Molienda,True,9.3,Aprobado,34221600,280
L-7715,2026-04-16,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,560,554,1.05,98.9,Tarde,Línea 1 · Hornos,True,8.3,Aprobado,7811400,231
L-7716,2026-04-16,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,1853,1788,3.49,96.5,Tarde,Línea 2 · Molienda,True,7.2,Aprobado,25210800,263
L-7717,2026-04-16,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1691,1625,3.89,96.1,Tarde,Línea 1 · Hornos,True,8.8,Aprobado,26975000,187
L-7718,2026-04-16,2026-04,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2546,2424,4.77,95.2,Mañana,Línea 1 · Hornos,True,6.6,Aprobado,48722400,223
L-7719,2026-04-16,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1693,1604,5.2,94.7,Mañana,Línea 2 · Molienda,True,2.4,Aprobado,19889600,207
L-7720,2026-04-17,2026-04,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2320,2226,4.03,95.9,Tarde,Línea 2 · Molienda,True,5.6,Aprobado,36506400,259
L-7721,2026-04-17,2026-04,ESP-BABY,Baby Spreads,Esparcibles,1404,1358,3.26,96.7,Tarde,Línea 3 · Cremas,True,8.0,Aprobado,10320800,320
L-7722,2026-04-17,2026-04,COM-WAF,Mini Wafflera,Combos,1703,1662,2.38,97.6,Tarde,Línea 3 · Cremas,False,,Aprobado,96396000,295
L-7723,2026-04-17,2026-04,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1875,1825,2.66,97.3,Mañana,Línea 3 · Cremas,True,8.2,Aprobado,22812500,261
L-7724,2026-04-17,2026-04,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,608,590,2.9,97.0,Mañana,Línea 1 · Hornos,True,0.4,Aprobado,16166000,338
L-7725,2026-04-20,2026-04,ESP-PB,Peanutty Banana Shake,Esparcibles,453,445,1.66,98.2,Tarde,Línea 1 · Hornos,True,0.2,Aprobado,8633000,228
L-7726,2026-04-20,2026-04,ESP-PB,Peanutty Banana Shake,Esparcibles,780,763,2.07,97.8,Mañana,Línea 2 · Molienda,True,1.8,Aprobado,14802200,269
L-7727,2026-04-20,2026-04,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1560,1556,0.2,99.7,Mañana,Línea 3 · Cremas,True,7.5,Aprobado,25207200,287
L-7728,2026-04-21,2026-04,ESP-BABY,Baby Spreads,Esparcibles,2534,2386,5.82,94.2,Tarde,Línea 2 · Molienda,True,9.0,Aprobado,18133600,248
L-7729,2026-04-21,2026-04,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1516,1474,2.74,97.2,Mañana,Línea 1 · Hornos,True,6.0,Aprobado,29037800,258
L-7730,2026-04-21,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1045,1008,3.47,96.5,Tarde,Línea 3 · Cremas,True,9.7,Aprobado,16732800,219
L-7731,2026-04-21,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1664,1625,2.3,97.7,Mañana,Línea 1 · Hornos,True,8.1,Aprobado,20150000,350
L-7732,2026-04-21,2026-04,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1386,1332,3.84,96.1,Mañana,Línea 1 · Hornos,True,9.1,Aprobado,17049600,290
L-7733,2026-04-22,2026-04,HAR-ALM,Harina de Almendra,Avena & Harinas,1482,1458,1.62,98.4,Tarde,Línea 1 · Hornos,True,11.6,Aprobado,22453200,330
L-7734,2026-04-22,2026-04,HAR-ALM,Harina de Almendra,Avena & Harinas,814,764,6.07,93.9,Tarde,Línea 2 · Molienda,True,3.9,Aprobado,11765600,342
L-7735,2026-04-22,2026-04,ESP-PB,Peanutty Banana Shake,Esparcibles,2393,2355,1.57,98.4,Tarde,Línea 2 · Molienda,True,6.8,Aprobado,45687000,209
L-7736,2026-04-23,2026-04,GRA-FUD,Fudge Cake,GranOLAS,1679,1585,5.59,94.4,Mañana,Línea 2 · Molienda,True,10.4,Aprobado,22982500,256
L-7737,2026-04-23,2026-04,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,551,530,3.8,96.2,Mañana,Línea 1 · Hornos,True,8.7,Aprobado,6625000,343
L-7738,2026-04-23,2026-04,COM-MIX,Perfect Mix & Match,Combos,1491,1434,3.76,96.2,Tarde,Línea 2 · Molienda,True,3.5,Aprobado,43163400,287
L-7739,2026-04-24,2026-04,ESP-PB,Peanutty Banana Shake,Esparcibles,1879,1863,0.83,99.1,Tarde,Línea 2 · Molienda,True,11.0,Aprobado,36142200,189
L-7740,2026-04-24,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1803,1732,3.91,96.1,Mañana,Línea 2 · Molienda,True,5.4,Aprobado,21476800,348
L-7741,2026-04-24,2026-04,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,585,556,4.88,95.0,Tarde,Línea 2 · Molienda,True,2.3,Aprobado,6560800,220
L-7742,2026-04-24,2026-04,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2065,1960,5.04,94.9,Tarde,Línea 2 · Molienda,True,10.1,Aprobado,24304000,335
L-7743,2026-04-24,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,1425,1381,3.06,96.9,Mañana,Línea 3 · Cremas,True,6.8,Aprobado,19472100,256
L-7744,2026-04-27,2026-04,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1688,1661,1.58,98.4,Mañana,Línea 3 · Cremas,True,5.9,Aprobado,33053900,304
